RS-CD6T,8,9E6118E7,"{0x9E, 0x61, 0x18, 0xE7}, // RS-CD6T 8"
RS-CD6T,9,9E619867,"{0x9E, 0x61, 0x98, 0x67}, // RS-CD6T 9"
RS-CD6T,10,9E6102FD,"{0x9E, 0x61, 0x02, 0xFD}, // RS-CD6T 10"
RS-CD6T,11,9E61827D,"{0x9E, 0x61, 0x82, 0x7D}, // RS-CD6T 11"
RS-CD6T,12,9E6142BD,"{0x9E, 0x61, 0x42, 0xBD}, // RS-CD6T 12"
RS-CD6T,13,9E61C23D,"{0x9E, 0x61, 0xC2, 0x3D}, // RS-CD6T 13"
RS-CD6T,14,9E6122DD,"{0x9E, 0x61, 0x22, 0xDD}, // RS-CD6T 14"
RS-CD6T,15,9E61A25D,"{0x9E, 0x61, 0xA2, 0x5D}, // RS-CD6T 15"
RS-CD6T,16,9E61629D,"{0x9E, 0x61, 0x62, 0x9D}, // RS-CD6T 16"
RS-CD6T,17,9E61E21D,"{0x9E, 0x61, 0xE2, 0x1D}, // RS-CD6T 17"
RS-CD6T,18,9E6112ED,"{0x9E, 0x61, 0x12, 0xED}, // RS-CD6T 18"
RS-CD6T,19,9E61926D,"{0x9E, 0x61, 0x92, 0x6D}, // RS-CD6T 19"
RS-CD6T,20,9E6152AD,"{0x9E, 0x61, 0x52, 0xAD}, // RS-CD6T 20"
RS-CD6T,21,9E61D22D,"{0x9E, 0x61, 0xD2, 0x2D}, // RS-CD6T 21"
RS-CD6T,22,9E6132CD,"{0x9E, 0x61, 0x32, 0xCD}, // RS-CD6T 22"
RS-CD6T,23,9E61B24D,"{0x9E, 0x61, 0xB2, 0x4D}, // RS-CD6T 23"
RS-CD6T,24,9E61728D,"{0x9E, 0x61, 0x72, 0x8D}, // RS-CD6T 24"
RS-CD6T,S/F/OFF,9E6110EF,"{0x9E, 0x61, 0x10, 0xEF}, // RS-CD6T S/F/OFF"
RS-CD6T,A-B,9E61906F,"{0x9E, 0x61, 0x90, 0x6F}, // RS-CD6T A-B"
RS-CD6T,TIME DISPLAY,9E6150AF,"{0x9E, 0x61, 0x50, 0xAF}, // RS-CD6T TIME DISPLAY"
RS-CD6T,INDEX,9E61D02F,"{0x9E, 0x61, 0xD0, 0x2F}, // RS-CD6T INDEX"
RS-CD6T,<<,9E61A05F,"{0x9E, 0x61, 0xA0, 0x5F}, // RS-CD6T <<"
RS-CD6T,>>,9E61609F,"{0x9E, 0x61, 0x60, 0x9F}, // RS-CD6T >>"
RS-CD6T,|<<,9E6120DF,"{0x9E, 0x61, 0x20, 0xDF}, // RS-CD6T |<<"
RS-CD6T,>>|,9E61E01F,"{0x9E, 0x61, 0xE0, 0x1F}, // RS-CD6T >>|"
RS-CD6T,STOP,9E616A95,"{0x9E, 0x61, 0x6A, 0x95}, // RS-CD6T STOP"
RS-CD6T,PAUSE,9E61AA55,"{0x9E, 0x61, 0xAA, 0x55}, // RS-CD6T PAUSE"
RS-CD6T,PLAY,9E6140BF,"{0x9E, 0x61, 0x40, 0xBF}, // RS-CD6T PLAY"
SE-R0473,TV電源,02FD48B7,"{0x02, 0xFD, 0x48, 0xB7}, // SE-R0473 TV電源"
SE-R0473,電源,A2ED48B7,"{0xA2, 0xED, 0x48, 0xB7}, // SE-R0473 電源"
SE-R0473,TV/入力切替,02FDF00F,"{0x02, 0xFD, 0xF0, 0x0F}, // SE-R0473 TV/入力切替"
SE-R0473,4K,A2EDDD22,"{0xA2, 0xED, 0xDD, 0x22}, // SE-R0473 4K"
SE-R0473,画面表示,A2ED5AA5,"{0xA2, 0xED, 0x5A, 0xA5}, // SE-R0473 画面表示"
SE-R0473,地デジ,A2EDBD42,"{0xA2, 0xED, 0xBD, 0x42}, // SE-R0473 地デジ"
SE-R0473,BS,A2ED7D82,"{0xA2, 0xED, 0x7D, 0x82}, // SE-R0473 BS"
SE-R0473,CS,A2EDFD02,"{0xA2, 0xED, 0xFD, 0x02}, // SE-R0473 CS"
SE-R0473,1,A2ED807F,"{0xA2, 0xED, 0x80, 0x7F}, // SE-R0473 1"
SE-R0473,2,A2ED40BF,"{0xA2, 0xED, 0x40, 0xBF}, // SE-R0473 2"
SE-R0473,3,A2EDC03F,"{0xA2, 0xED, 0xC0, 0x3F}, // SE-R0473 3"
SE-R0473,4,A2ED20DF,"{0xA2, 0xED, 0x20, 0xDF}, // SE-R0473 4"
SE-R0473,5,A2EDA05F,"{0xA2, 0xED, 0xA0, 0x5F}, // SE-R0473 5"
SE-R0473,6,A2ED609F,"{0xA2, 0xED, 0x60, 0x9F}, // SE-R0473 6"
SE-R0473,7,A2EDE01F,"{0xA2, 0xED, 0xE0, 0x1F}, // SE-R0473 7"
SE-R0473,8,A2ED10EF,"{0xA2, 0xED, 0x10, 0xEF}, // SE-R0473 8"
SE-R0473,9,A2ED906F,"{0xA2, 0xED, 0x90, 0x6F}, // SE-R0473 9"
SE-R0473,10,A2ED50AF,"{0xA2, 0xED, 0x50, 0xAF}, // SE-R0473 10"
SE-R0473,11,A2EDD02F,"{0xA2, 0xED, 0xD0, 0x2F}, // SE-R0473 11"
SE-R0473,12,A2ED30CF,"{0xA2, 0xED, 0x30, 0xCF}, // SE-R0473 12"
SE-R0473,チャンネル↑,A2ED7887,"{0xA2, 0xED, 0x78, 0x87}, // SE-R0473 チャンネル↑"
SE-R0473,チャンネル↓,A2EDF807,"{0xA2, 0xED, 0xF8, 0x07}, // SE-R0473 チャンネル↓"
SE-R0473,dデータ,A2EDC43B,"{0xA2, 0xED, 0xC4, 0x3B}, // SE-R0473 dデータ"
SE-R0473,字幕,A2EDAB54,"{0xA2, 0xED, 0xAB, 0x54}, // SE-R0473 字幕"
SE-R0473,サブメニュー,A2EDA25D,"{0xA2, 0xED, 0xA2, 0x5D}, // SE-R0473 サブメニュー"
SE-R0473,TV音量↑,02FD58A7,"{0x02, 0xFD, 0x58, 0xA7}, // SE-R0473 TV音量↑"
SE-R0473,TV音量↓,02FD7887,"{0x02, 0xFD, 0x78, 0x87}, // SE-R0473 TV音量↓"
SE-R0473,録画リスト,A2ED42BD,"{0xA2, 0xED, 0x42, 0xBD}, // SE-R0473 録画リスト"
SE-R0473,番組表,A2EDB649,"{0xA2, 0xED, 0xB6, 0x49}, // SE-R0473 番組表"
SE-R0473,戻る,A2EDD22D,"{0xA2, 0xED, 0xD2, 0x2D}, // SE-R0473 戻る"
SE-R0473,終了,A2ED06F9,"{0xA2, 0xED, 0x06, 0xF9}, // SE-R0473 終了"
SE-R0473,UP,A2ED03FC,"{0xA2, 0xED, 0x03, 0xFC}, // SE-R0473 UP"
SE-R0473,DOWN,A2ED13EC,"{0xA2, 0xED, 0x13, 0xEC}, // SE-R0473 DOWN"
SE-R0473,LEFT,A2ED33CC,"{0xA2, 0xED, 0x33, 0xCC}, // SE-R0473 LEFT"
SE-R0473,RIGHT,A2ED23DC,"{0xA2, 0xED, 0x23, 0xDC}, // SE-R0473 RIGHT"
SE-R0473,決定,A2ED22DD,"{0xA2, 0xED, 0x22, 0xDD}, // SE-R0473 決定"
SE-R0473,青,A2ED946B,"{0xA2, 0xED, 0x94, 0x6B}, // SE-R0473 青"
SE-R0473,赤,A2ED54AB,"{0xA2, 0xED, 0x54, 0xAB}, // SE-R0473 赤"
SE-R0473,緑,A2EDD42B,"{0xA2, 0xED, 0xD4, 0x2B}, // SE-R0473 緑"
SE-R0473,黄,A2ED34CB,"{0xA2, 0xED, 0x34, 0xCB}, // SE-R0473 黄"
SE-R0473,<<,A2ED19E6,"{0xA2, 0xED, 0x19, 0xE6}, // SE-R0473 <<"
SE-R0473,|>,A2EDC837,"{0xA2, 0xED, 0xC8, 0x37}, // SE-R0473 |>"
SE-R0473,>>,A2ED59A6,"{0xA2, 0xED, 0x59, 0xA6}, // SE-R0473 >>"
SE-R0473,|<<,A2ED21DE,"{0xA2, 0xED, 0x21, 0xDE}, // SE-R0473 |<<"
SE-R0473,[],A2ED6897,"{0xA2, 0xED, 0x68, 0x97}, // SE-R0473 []"
SE-R0473,||,A2EDE817,"{0xA2, 0xED, 0xE8, 0x17}, // SE-R0473 ||"
SE-R0473,>>|,A2ED01FE,"{0xA2, 0xED, 0x01, 0xFE}, // SE-R0473 >>|"
SE-R0473,10秒戻し,A2EDAA55,"{0xA2, 0xED, 0xAA, 0x55}, // SE-R0473 10秒戻し"
SE-R0473,設定,A2ED4AB5,"{0xA2, 0xED, 0x4A, 0xB5}, // SE-R0473 設定"
SE-R0473,音声切替,A2EDCB34,"{0xA2, 0xED, 0xCB, 0x34}, // SE-R0473 音声切替"
SE-R0473,30秒送り,A2EDDA25,"{0xA2, 0xED, 0xDA, 0x25}, // SE-R0473 30秒送り"
